Date,Open,High,Low,Close,Adj Close,Volume
Jan 09 2023,3910.82,3950.57,3890.42,3892.09,3892.09,4311770000
Jan 06 2023,3823.37,3906.19,3809.56,3895.08,3895.08,3923560000
Jan 05 2023,3839.74,3839.74,3802.42,3808.10,3808.10,3893450000
Jan 04 2023,3840.36,3873.16,3815.77,3852.97,3852.97,4414080000
Jan 03 2023,3853.29,3878.46,3794.33,3824.14,3824.14,3959140000
Dec 30 2022,3829.06,3839.85,3800.34,3839.50,3839.50,2979870000
Dec 29 2022,3805.45,3858.19,3805.45,3849.28,3849.28,3003680000
Dec 28 2022,3829.56,3848.32,3780.78,3783.22,3783.22,3083520000
Dec 27 2022,3843.34,3846.65,3813.22,3829.25,3829.25,3030300000
Dec 23 2022,3815.11,3845.80,3797.01,3844.82,3844.82,2819280000
Dec 22 2022,3853.26,3853.26,3764.49,3822.39,3822.39,3956950000
Dec 21 2022,3839.49,3889.82,3839.49,3878.44,3878.44,3775200000
Dec 20 2022,3810.47,3838.24,3795.62,3821.62,3821.62,3985370000
Dec 19 2022,3853.79,3854.86,3800.04,3817.66,3817.66,3969610000
Dec 16 2022,3890.91,3890.91,3827.91,3852.36,3852.36,7493660000
Dec 15 2022,3958.37,3958.37,3879.45,3895.75,3895.75,4493900000
Dec 14 2022,4015.54,4053.76,3965.65,3995.32,3995.32,4472340000
Dec 13 2022,4069.38,4100.96,3993.03,4019.65,4019.65,5079360000
Dec 12 2022,3939.29,3990.71,3935.30,3990.56,3990.56,3904130000
Dec 09 2022,3954.17,3977.02,3933.04,3934.38,3934.38,3888260000
Dec 08 2022,3947.79,3974.19,3935.83,3963.51,3963.51,4006900000
Dec 07 2022,3933.28,3957.57,3922.68,3933.92,3933.92,4118050000
Dec 06 2022,3996.63,4001.51,3918.39,3941.26,3941.26,4368380000
Dec 05 2022,4052.02,4052.45,3984.49,3998.84,3998.84,4280820000
Dec 02 2022,4040.17,4080.48,4026.63,4071.70,4071.70,4012620000
Dec 01 2022,4087.14,4100.51,4050.87,4076.57,4076.57,4527130000
Nov 30 2022,3957.18,4080.11,3938.58,4080.11,4080.11,6579360000
Nov 29 2022,3964.19,3976.77,3937.65,3957.63,3957.63,3546040000
Nov 28 2022,4005.36,4012.27,3955.77,3963.94,3963.94,3615430000
Nov 25 2022,4023.34,4034.02,4020.76,4026.12,4026.12,1706460000
Nov 23 2022,4000.30,4033.78,3998.66,4027.26,4027.26,3279720000
Nov 22 2022,3965.51,4005.88,3956.88,4003.58,4003.58,3887990000
Nov 21 2022,3956.23,3962.00,3933.34,3949.94,3949.94,3850690000
Nov 18 2022,3966.39,3979.89,3935.98,3965.34,3965.34,4037360000
Nov 17 2022,3919.26,3954.33,3906.54,3946.56,3946.56,4051780000
Nov 16 2022,3976.82,3983.09,3954.34,3958.79,3958.79,4165320000
Nov 15 2022,4006.41,4028.84,3953.17,3991.73,3991.73,5015310000
Nov 14 2022,3977.97,4008.97,3956.40,3957.25,3957.25,4561930000
Nov 11 2022,3963.72,4001.48,3944.82,3992.93,3992.93,5593310000
Nov 10 2022,3859.89,3958.33,3859.89,3956.37,3956.37,5781260000
Nov 09 2022,3810.94,3818.20,3744.22,3748.57,3748.57,4645010000
Nov 08 2022,3817.02,3859.40,3786.28,3828.11,3828.11,4607640000
Nov 07 2022,3780.71,3813.95,3764.70,3806.80,3806.80,4341620000
Nov 04 2022,3766.98,3796.34,3708.84,3770.55,3770.55,5400180000
Nov 03 2022,3733.25,3750.59,3698.15,3719.89,3719.89,4625290000
Nov 02 2022,3852.90,3894.44,3758.68,3759.69,3759.69,4899000000
Nov 01 2022,3901.79,3911.79,3843.80,3856.10,3856.10,4481210000
Oct 31 2022,3881.85,3893.73,3863.18,3871.98,3871.98,4820620000
Oct 28 2022,3808.26,3905.42,3808.26,3901.06,3901.06,4459410000
Oct 27 2022,3834.69,3859.95,3803.79,3807.30,3807.30,4687320000
Oct 26 2022,3825.97,3886.15,3824.07,3830.60,3830.60,4817310000
Oct 25 2022,3799.44,3862.85,3799.44,3859.11,3859.11,4843120000
Oct 24 2022,3762.01,3810.74,3741.65,3797.34,3797.34,4747930000
Oct 21 2022,3657.10,3757.89,3647.42,3752.75,3752.75,5078020000
Oct 20 2022,3689.05,3736.00,3656.44,3665.78,3665.78,4496620000
Oct 19 2022,3703.11,3728.58,3666.51,3695.16,3695.16,4223800000
Oct 18 2022,3746.26,3762.79,3686.53,3719.98,3719.98,4483740000
Oct 17 2022,3638.65,3689.73,3638.65,3677.95,3677.95,4352780000
Oct 14 2022,3690.41,3712.00,3579.68,3583.07,3583.07,4243030000
Oct 13 2022,3520.37,3685.41,3491.58,3669.91,3669.91,5021680000
Oct 12 2022,3590.83,3608.34,3573.86,3577.03,3577.03,4006830000
Oct 11 2022,3595.86,3640.66,3568.45,3588.84,3588.84,4759030000
Oct 10 2022,3647.51,3652.17,3588.10,3612.39,3612.39,3834320000
Oct 07 2022,3706.74,3706.74,3620.73,3639.66,3639.66,4449660000
Oct 06 2022,3771.97,3797.93,3739.22,3744.52,3744.52,4252100000
Oct 05 2022,3753.25,3806.91,3722.66,3783.28,3783.28,4293180000
Oct 04 2022,3726.46,3791.92,3726.46,3790.93,3790.93,5146580000
Oct 03 2022,3609.78,3698.35,3604.93,3678.43,3678.43,4806680000
Sep 30 2022,3633.48,3671.44,3584.13,3585.62,3585.62,5645360000
Sep 29 2022,3687.01,3687.01,3610.40,3640.47,3640.47,4681810000
Sep 28 2022,3651.94,3736.74,3640.61,3719.04,3719.04,4684850000
Sep 27 2022,3686.44,3717.53,3623.29,3647.29,3647.29,4577740000
Sep 26 2022,3682.72,3715.67,3644.76,3655.04,3655.04,4886140000
Sep 23 2022,3727.14,3727.14,3647.47,3693.23,3693.23,5144270000
Sep 22 2022,3782.36,3790.90,3749.45,3757.99,3757.99,4284600000
Sep 21 2022,3871.40,3907.07,3789.49,3789.93,3789.93,4078330000
Sep 20 2022,3875.23,3876.01,3827.54,3855.93,3855.93,4058050000
Sep 19 2022,3849.91,3900.45,3838.50,3899.89,3899.89,3766850000
Sep 16 2022,3880.95,3880.95,3837.08,3873.33,3873.33,7954650000
Sep 15 2022,3932.41,3959.14,3888.28,3901.35,3901.35,4441830000
Sep 14 2022,3940.73,3961.94,3912.18,3946.01,3946.01,4293240000
Sep 13 2022,4037.12,4037.12,3921.28,3932.69,3932.69,4224550000
Sep 12 2022,4083.67,4119.28,4083.67,4110.41,4110.41,3814200000
Sep 09 2022,4022.94,4076.81,4022.94,4067.36,4067.36,3901940000
Sep 08 2022,3959.94,4010.50,3944.81,4006.18,4006.18,3966850000
Sep 07 2022,3909.43,3987.89,3906.03,3979.87,3979.87,3890320000
Sep 06 2022,3930.89,3942.55,3886.75,3908.19,3908.19,4127340000
Sep 02 2022,3994.66,4018.43,3906.21,3924.26,3924.26,3665850000
Sep 01 2022,3936.73,3970.23,3903.65,3966.85,3966.85,4152250000
Aug 31 2022,4000.67,4015.37,3954.53,3955.00,3955.00,4542490000
Aug 30 2022,4041.25,4044.98,3965.21,3986.16,3986.16,3835860000
Aug 29 2022,4034.58,4062.99,4017.42,4030.61,4030.61,3396510000
Aug 26 2022,4198.74,4203.04,4057.66,4057.66,4057.66,3832750000
Aug 25 2022,4153.26,4200.54,4147.59,4199.12,4199.12,3566870000
Aug 24 2022,4126.55,4156.56,4119.97,4140.77,4140.77,3583630000
Aug 23 2022,4133.09,4159.77,4124.03,4128.73,4128.73,3823520000
Aug 22 2022,4195.08,4195.08,4129.86,4137.99,4137.99,3907430000
Aug 19 2022,4266.31,4266.31,4218.70,4228.48,4228.48,3761340000
Aug 18 2022,4273.13,4292.53,4261.98,4283.74,4283.74,3340330000
Aug 17 2022,4280.40,4302.18,4253.08,4274.04,4274.04,3885030000
Aug 16 2022,4290.46,4325.28,4277.77,4305.20,4305.20,4329820000
Aug 15 2022,4269.37,4301.79,4256.90,4297.14,4297.14,3696830000
Aug 12 2022,4225.02,4280.47,4219.78,4280.15,4280.15,3788010000
Aug 11 2022,4227.40,4257.91,4201.41,4207.27,4207.27,4630200000
Aug 10 2022,4181.02,4211.03,4177.26,4210.24,4210.24,4546010000
Aug 09 2022,4133.11,4137.30,4112.09,4122.47,4122.47,3913090000
Aug 08 2022,4155.93,4186.62,4128.97,4140.06,4140.06,4221090000
Aug 05 2022,4115.87,4151.58,4107.31,4145.19,4145.19,4085940000
Aug 04 2022,4154.85,4161.29,4135.42,4151.94,4151.94,4283320000
Aug 03 2022,4107.96,4167.66,4107.96,4155.17,4155.17,4351760000
Aug 02 2022,4104.21,4140.47,4079.81,4091.19,4091.19,4727710000
Aug 01 2022,4112.38,4144.95,4096.02,4118.63,4118.63,4202810000
Jul 29 2022,4087.33,4140.15,4079.22,4130.29,4130.29,4616360000
Jul 28 2022,4026.13,4078.95,3992.97,4072.43,4072.43,4413000000
Jul 27 2022,3951.43,4039.56,3951.43,4023.61,4023.61,4112180000
Jul 26 2022,3953.22,3953.22,3910.74,3921.05,3921.05,3778950000
Jul 25 2022,3965.72,3975.30,3943.46,3966.84,3966.84,3568340000
Jul 22 2022,3998.43,4012.44,3938.86,3961.63,3961.63,3979240000
Jul 21 2022,3955.47,3999.29,3927.64,3998.95,3998.95,4132790000
Jul 20 2022,3935.32,3974.13,3922.03,3959.90,3959.90,4185300000
Jul 19 2022,3860.73,3939.81,3860.73,3936.69,3936.69,4041070000
Jul 18 2022,3883.79,3902.44,3818.63,3830.85,3830.85,4046870000
Jul 15 2022,3818.00,3863.62,3817.18,3863.16,3863.16,4143800000
Jul 14 2022,3763.99,3796.41,3721.56,3790.38,3790.38,4199690000
Jul 13 2022,3779.67,3829.44,3759.07,3801.78,3801.78,4109390000
Jul 12 2022,3851.95,3873.41,3802.36,3818.80,3818.80,3817210000
Jul 11 2022,3880.94,3880.94,3847.22,3854.43,3854.43,3423480000
Jul 08 2022,3888.26,3918.50,3869.34,3899.38,3899.38,3521620000
Jul 07 2022,3858.85,3910.63,3858.85,3902.62,3902.62,4057770000
Jul 06 2022,3831.98,3870.91,3809.37,3845.08,3845.08,4417720000
Jul 05 2022,3792.61,3832.19,3742.06,3831.39,3831.39,5076590000
Jul 01 2022,3781.00,3829.82,3752.10,3825.33,3825.33,4046950000
Jun 30 2022,3785.99,3818.99,3738.67,3785.38,3785.38,4840070000
Jun 29 2022,3825.09,3836.50,3799.02,3818.83,3818.83,4211240000
Jun 28 2022,3913.00,3945.86,3820.14,3821.55,3821.55,4270120000
Jun 27 2022,3920.76,3927.72,3889.66,3900.11,3900.11,4325310000
Jun 24 2022,3821.75,3913.65,3821.75,3911.74,3911.74,8120260000
Jun 23 2022,3774.71,3802.58,3743.52,3795.73,3795.73,5098640000
Jun 22 2022,3733.89,3801.79,3717.69,3759.89,3759.89,5058990000
Jun 21 2022,3715.31,3779.65,3715.31,3764.79,3764.79,5292260000
Jun 17 2022,3665.90,3707.71,3636.87,3674.84,3674.84,8520740000
Jun 16 2022,3728.18,3728.18,3639.77,3666.77,3666.77,5644930000
Jun 15 2022,3764.05,3837.56,3722.30,3789.99,3789.99,5530480000
Jun 14 2022,3763.52,3778.18,3705.68,3735.48,3735.48,5153890000
Jun 13 2022,3838.15,3838.15,3734.30,3749.63,3749.63,5636890000
Jun 10 2022,3974.39,3974.39,3900.16,3900.86,3900.86,4889640000
Jun 09 2022,4101.65,4119.10,4017.17,4017.82,4017.82,4134170000
Jun 08 2022,4147.12,4160.14,4107.20,4115.77,4115.77,4159470000
Jun 07 2022,4096.47,4164.86,4080.19,4160.68,4160.68,4248210000
Jun 06 2022,4134.72,4168.78,4109.18,4121.43,4121.43,4332700000
Jun 03 2022,4137.57,4142.67,4098.67,4108.54,4108.54,3711110000
Jun 02 2022,4095.41,4177.51,4074.37,4176.82,4176.82,4405790000
Jun 01 2022,4149.78,4166.54,4073.85,4101.23,4101.23,4531800000
May 31 2022,4151.09,4168.34,4104.88,4132.15,4132.15,6822640000
May 27 2022,4077.43,4158.49,4077.43,4158.24,4158.24,4375620000
May 26 2022,3984.60,4075.14,3984.60,4057.84,4057.84,4709970000
May 25 2022,3929.59,3999.33,3925.03,3978.73,3978.73,4802560000
May 24 2022,3942.94,3955.68,3875.13,3941.48,3941.48,4923190000
May 23 2022,3919.42,3981.88,3909.04,3973.75,3973.75,4420030000
May 20 2022,3927.76,3943.42,3810.32,3901.36,3901.36,5130730000
May 19 2022,3899.00,3945.96,3876.58,3900.79,3900.79,5113550000
May 18 2022,4051.98,4051.98,3911.91,3923.68,3923.68,5103220000
May 17 2022,4052.00,4090.72,4033.93,4088.85,4088.85,4841410000
May 16 2022,4013.02,4046.46,3983.99,4008.01,4008.01,4415030000
May 13 2022,3963.90,4038.88,3963.90,4023.89,4023.89,5183340000
May 12 2022,3903.95,3964.80,3858.87,3930.08,3930.08,6286450000
May 11 2022,3990.08,4049.09,3928.82,3935.18,3935.18,5816140000
May 10 2022,4035.18,4068.82,3958.17,4001.05,4001.05,5885820000
May 09 2022,4081.27,4081.27,3975.48,3991.24,3991.24,5954520000
May 06 2022,4128.17,4157.69,4067.91,4123.34,4123.34,5116940000
May 05 2022,4270.43,4270.43,4106.01,4146.87,4146.87,5077030000
May 04 2022,4181.18,4307.66,4148.91,4300.17,4300.17,5136360000
May 03 2022,4159.78,4200.10,4147.08,4175.48,4175.48,4582050000
May 02 2022,4130.61,4169.81,4062.51,4155.38,4155.38,5163790000
Apr 29 2022,4253.75,4269.68,4124.28,4131.93,4131.93,5084030000
Apr 28 2022,4222.58,4308.45,4188.63,4287.50,4287.50,4854180000
Apr 27 2022,4186.52,4240.71,4162.90,4183.96,4183.96,4769680000
Apr 26 2022,4278.14,4278.14,4175.04,4175.20,4175.20,4689970000
Apr 25 2022,4255.34,4299.02,4200.82,4296.12,4296.12,5240040000
Apr 22 2022,4385.83,4385.83,4267.62,4271.78,4271.78,4651940000
Apr 21 2022,4489.17,4512.94,4384.47,4393.66,4393.66,4636890000
Apr 20 2022,4472.26,4488.29,4448.76,4459.45,4459.45,4290450000
Apr 19 2022,4390.63,4471.03,4390.63,4462.21,4462.21,4108120000
Apr 18 2022,4385.63,4410.31,4370.30,4391.69,4391.69,3910490000
Apr 14 2022,4449.12,4460.46,4390.77,4392.59,4392.59,4083090000
Apr 13 2022,4394.30,4453.92,4392.70,4446.59,4446.59,3828150000
Apr 12 2022,4437.59,4471.00,4381.34,4397.45,4397.45,4152090000
Apr 11 2022,4462.64,4464.35,4408.38,4412.53,4412.53,4266290000
Apr 08 2022,4494.15,4520.41,4474.60,4488.28,4488.28,4083200000
Apr 07 2022,4474.65,4521.16,4450.30,4500.21,4500.21,4821490000
Apr 06 2022,4494.17,4503.94,4450.04,4481.15,4481.15,4986830000
Apr 05 2022,4572.45,4593.45,4514.17,4525.12,4525.12,4800620000
Apr 04 2022,4547.97,4583.50,4539.21,4582.64,4582.64,4547350000
Apr 01 2022,4540.32,4548.70,4507.57,4545.86,4545.86,4562940000
Mar 31 2022,4599.02,4603.07,4530.41,4530.41,4530.41,4823020000
Mar 30 2022,4624.20,4627.77,4581.32,4602.45,4602.45,4385570000
Mar 29 2022,4602.86,4637.30,4589.66,4631.60,4631.60,5085910000
Mar 28 2022,4541.09,4575.65,4517.69,4575.52,4575.52,4312260000
Mar 25 2022,4522.91,4546.03,4501.07,4543.06,4543.06,4305020000
Mar 24 2022,4469.98,4520.58,4465.17,4520.16,4520.16,4131390000
Mar 23 2022,4493.10,4501.07,4455.81,4456.24,4456.24,4550670000
Mar 22 2022,4469.10,4522.00,4469.10,4511.61,4511.61,4754840000
Mar 21 2022,4462.40,4481.75,4424.30,4461.18,4461.18,4869820000
Mar 18 2022,4407.34,4465.40,4390.57,4463.12,4463.12,8278430000
Mar 17 2022,4345.11,4412.67,4335.65,4411.67,4411.67,4985090000
Mar 16 2022,4288.14,4358.90,4251.99,4357.86,4357.86,6309750000
Mar 15 2022,4188.82,4271.05,4187.90,4262.45,4262.45,5392470000
Mar 14 2022,4202.75,4247.57,4161.72,4173.11,4173.11,5574920000
Mar 11 2022,4279.50,4291.01,4200.49,4204.31,4204.31,4938640000
Mar 10 2022,4252.55,4268.28,4209.80,4259.52,4259.52,4980830000
Mar 09 2022,4223.10,4299.40,4223.10,4277.88,4277.88,5662670000
Mar 08 2022,4202.66,4276.94,4157.87,4170.70,4170.70,7243120000
Mar 07 2022,4327.01,4327.01,4199.85,4201.09,4201.09,6940470000
Mar 04 2022,4342.12,4342.12,4284.98,4328.87,4328.87,5797380000
Mar 03 2022,4401.31,4416.78,4345.56,4363.49,4363.49,5039890000
Mar 02 2022,4322.56,4401.48,4322.56,4386.54,4386.54,5337870000
Mar 01 2022,4363.14,4378.45,4279.54,4306.26,4306.26,5846230000
Feb 28 2022,4354.17,4388.84,4315.12,4373.94,4373.94,6071370000
Feb 25 2022,4298.38,4385.34,4286.83,4384.65,4384.65,5177060000
Feb 24 2022,4155.77,4294.73,4114.65,4288.70,4288.70,6752130000
Feb 23 2022,4324.93,4341.51,4221.51,4225.50,4225.50,4797430000
Feb 22 2022,4332.74,4362.12,4267.11,4304.76,4304.76,5121900000
Feb 18 2022,4384.57,4394.60,4327.22,4348.87,4348.87,4708060000
Feb 17 2022,4456.06,4456.06,4373.81,4380.26,4380.26,4539420000
Feb 16 2022,4455.75,4489.55,4429.68,4475.01,4475.01,4283640000
Feb 15 2022,4429.28,4472.77,4429.28,4471.07,4471.07,4430830000
Feb 14 2022,4412.61,4426.22,4364.84,4401.67,4401.67,4600390000
Feb 11 2022,4506.27,4526.33,4401.41,4418.64,4418.64,5251500000
Feb 10 2022,4553.24,4588.92,4484.31,4504.08,4504.08,5314860000
Feb 09 2022,4547.00,4590.03,4547.00,4587.18,4587.18,4524350000
Feb 08 2022,4480.02,4531.32,4465.40,4521.54,4521.54,4459620000
Feb 07 2022,4505.75,4521.86,4471.47,4483.87,4483.87,4228480000
Feb 04 2022,4482.79,4539.66,4451.50,4500.53,4500.53,4706290000
Feb 03 2022,4535.41,4542.88,4470.39,4477.44,4477.44,4401970000
Feb 02 2022,4566.39,4595.31,4544.32,4589.38,4589.38,4481580000
Feb 01 2022,4519.57,4550.49,4483.53,4546.54,4546.54,4816830000
Jan 31 2022,4431.79,4516.89,4414.02,4515.55,4515.55,5098610000
Jan 28 2022,4336.19,4432.72,4292.46,4431.85,4431.85,5031090000
Jan 27 2022,4380.58,4428.74,4309.50,4326.51,4326.51,5214200000
Jan 26 2022,4408.43,4453.23,4304.80,4349.93,4349.93,5570640000
Jan 25 2022,4366.64,4411.01,4287.11,4356.45,4356.45,5145050000
Jan 24 2022,4356.32,4417.35,4222.62,4410.13,4410.13,6928110000
Jan 21 2022,4471.38,4494.52,4395.34,4397.94,4397.94,5589100000
Jan 20 2022,4547.35,4602.11,4477.95,4482.73,4482.73,4640870000
Jan 19 2022,4588.03,4611.55,4530.20,4532.76,4532.76,4465740000
Jan 18 2022,4632.24,4632.24,4568.70,4577.11,4577.11,4748700000
Jan 14 2022,4637.99,4665.13,4614.75,4662.85,4662.85,4338490000
Jan 13 2022,4733.56,4744.13,4650.29,4659.03,4659.03,4251730000
Jan 12 2022,4728.59,4748.83,4706.71,4726.35,4726.35,4048220000
Jan 11 2022,4669.14,4714.13,4638.27,4713.07,4713.07,4101590000
Jan 10 2022,4655.34,4673.02,4582.24,4670.29,4670.29,4511810000
Jan 07 2022,4697.66,4707.95,4662.74,4677.03,4677.03,4181510000
Jan 06 2022,4693.39,4725.01,4671.26,4696.05,4696.05,4295280000
Jan 05 2022,4787.99,4797.70,4699.44,4700.58,4700.58,4887960000
Jan 04 2022,4804.51,4818.62,4774.27,4793.54,4793.54,4683170000
Jan 03 2022,4778.14,4796.64,4758.17,4796.56,4796.56,3831020000
Dec 31 2021,4775.21,4786.83,4765.75,4766.18,4766.18,2677820000
Dec 30 2021,4794.23,4808.93,4775.33,4778.73,4778.73,3124950000
Dec 29 2021,4788.64,4804.06,4778.08,4793.06,4793.06,2963310000
Dec 28 2021,4795.49,4807.02,4780.04,4786.35,4786.35,2707920000
Dec 27 2021,4733.99,4791.49,4733.99,4791.19,4791.19,2770290000
Dec 23 2021,4703.96,4740.74,4703.96,4725.79,4725.79,2913040000
Dec 22 2021,4650.36,4697.67,4645.53,4696.56,4696.56,3319610000
Dec 21 2021,4594.96,4651.14,4583.16,4649.23,4649.23,4072430000
Dec 20 2021,4587.90,4587.90,4531.10,4568.02,4568.02,4635700000
Dec 17 2021,4652.50,4666.70,4600.22,4620.64,4620.64,7987090000
Dec 16 2021,4719.13,4731.99,4651.89,4668.67,4668.67,4829500000
Dec 15 2021,4636.46,4712.60,4611.22,4709.85,4709.85,4910130000
Dec 14 2021,4642.99,4660.47,4606.52,4634.09,4634.09,4485430000
Dec 13 2021,4710.30,4710.30,4667.60,4668.97,4668.97,4397230000
Dec 10 2021,4687.64,4713.57,4670.24,4712.02,4712.02,3870110000
Dec 09 2021,4691.00,4695.26,4665.98,4667.45,4667.45,3903840000
Dec 08 2021,4690.86,4705.06,4674.52,4701.21,4701.21,4234600000
Dec 07 2021,4631.97,4694.04,4631.97,4686.75,4686.75,4492400000
Dec 06 2021,4548.37,4612.60,4540.51,4591.67,4591.67,4770800000
Dec 03 2021,4589.49,4608.03,4495.12,4538.43,4538.43,5240070000
Dec 02 2021,4504.73,4595.46,4504.73,4577.10,4577.10,5077180000
Dec 01 2021,4602.82,4652.94,4510.27,4513.04,4513.04,5366730000
Nov 30 2021,4640.25,4646.02,4560.00,4567.00,4567.00,6625990000
Nov 29 2021,4628.75,4672.95,4625.26,4655.27,4655.27,4336410000
Nov 26 2021,4664.63,4664.63,4585.43,4594.62,4594.62,3517700000
Nov 24 2021,4675.78,4702.87,4659.89,4701.46,4701.46,3418430000
Nov 23 2021,4678.48,4699.39,4652.66,4690.70,4690.70,4277590000
Nov 22 2021,4712.00,4743.83,4682.17,4682.94,4682.94,4441100000
Nov 19 2021,4708.44,4717.75,4694.22,4697.96,4697.96,4253180000
Nov 18 2021,4700.72,4708.80,4672.78,4704.54,4704.54,4226410000
Nov 17 2021,4701.50,4701.50,4684.41,4688.67,4688.67,3969070000
Nov 16 2021,4679.42,4714.95,4679.42,4700.90,4700.90,3972640000
Nov 15 2021,4689.30,4697.42,4672.86,4682.80,4682.80,3488410000
Nov 12 2021,4655.24,4688.47,4650.77,4682.85,4682.85,3728600000
Nov 11 2021,4659.39,4664.55,4648.31,4649.27,4649.27,3926870000
Nov 10 2021,4670.26,4684.85,4630.86,4646.71,4646.71,4503720000
Nov 09 2021,4707.25,4708.53,4670.87,4685.25,4685.25,4117080000
Nov 08 2021,4701.48,4714.92,4694.39,4701.70,4701.70,4269710000
Nov 05 2021,4699.26,4718.50,4681.32,4697.53,4697.53,4467180000
Nov 04 2021,4662.93,4683.00,4662.59,4680.06,4680.06,4462300000
Nov 03 2021,4630.65,4663.46,4621.19,4660.57,4660.57,4319660000
Nov 02 2021,4613.34,4635.15,4613.34,4630.65,4630.65,3975250000
Nov 01 2021,4610.62,4620.34,4595.06,4613.67,4613.67,3971540000
Oct 29 2021,4572.87,4608.08,4567.59,4605.38,4605.38,4510200000
Oct 28 2021,4562.84,4597.55,4562.84,4596.42,4596.42,4132950000
Oct 27 2021,4580.22,4584.57,4551.66,4551.68,4551.68,4226050000
Oct 26 2021,4578.69,4598.53,4569.17,4574.79,4574.79,3879740000
Oct 25 2021,4553.69,4572.62,4537.36,4566.48,4566.48,3899400000
Oct 22 2021,4546.12,4559.67,4524.00,4544.90,4544.90,3758220000
Oct 21 2021,4532.24,4551.44,4526.89,4549.78,4549.78,3822330000
Oct 20 2021,4524.42,4540.87,4524.40,4536.19,4536.19,3670760000
Oct 19 2021,4497.34,4520.40,4496.41,4519.63,4519.63,3459130000
Oct 18 2021,4463.72,4488.75,4447.47,4486.46,4486.46,3662010000
Oct 15 2021,4447.69,4475.82,4447.69,4471.37,4471.37,3819380000
Oct 14 2021,4386.75,4439.73,4386.75,4438.26,4438.26,3598280000
Oct 13 2021,4358.01,4372.87,4329.92,4363.80,4363.80,3620070000
Oct 12 2021,4368.31,4374.89,4342.09,4350.65,4350.65,3558450000
Oct 11 2021,4385.44,4415.88,4360.59,4361.19,4361.19,3281970000
